text,link
Tech Breakthrough: Man Using Virtual Sanitiser App Absolutely Safe Among Covid Positive People In His Family,https://thefauxy.com/tech-breakthrough-man-using-virtual-sanitiser-app-absolutely-safe-among-covid-positive-people-in-his-family/
"COMIC: Hours after #SurgicalStrike, Pak PM Nawaz Sharif trolled again",https://web.archive.org/web/20161008191056/http://www.theunrealtimes.com/2016/09/30/comic-hours-after-surgicalstrike-pak-pm-nawaz-sharif-trolled-again/
Director signs Rhea Chakraborty for his next next movie after seeing her acting in her video statement,https://thefauxy.com/director-signs-rhea-chakraborty-for-his-next-next-movie-after-seeing-her-acting-in-her-video-statement/
"During Parliament’s 60th anniversary bash, Chidambaram re-enacts Julius Caesar’s assassination »",https://web.archive.org/web/20120521170522/http://www.theunrealtimes.com/2012/05/17/during-parliament%e2%80%99s-60th-anniversary-bash-chidambaram-re-enacts-julius-caesar%e2%80%99s-assassination/
1 lac trees to be cut after Greta Thunberg gets featured on Time Magazine Cover,https://thefauxy.com/1-lac-trees-to-be-cut-after-greta-thunberg-gets-featured-on-time-magazine-cover/
Girl files a case against Rin after she failed to clear an interview despite washing her Kurti with it,https://thefauxy.com/girl-files-a-case-against-rin-after-she-failed-to-clear-an-interview-despite-washing-her-kurti-with-it/
Techie goes to confirm with traffic cops if all documents are ok before actually bringing out his bike from home,https://thefauxy.com/techie-goes-to-confirm-with-traffic-cops-if-all-documents-are-ok-before-actually-bringing-out-his-bike-from-home/
"Tamil Nadu police to use black cats instead of signals, speed breakers, to stop traffic violations",https://web.archive.org/web/20150114014540/http://www.theunrealtimes.com/2015/01/11/tamil-nadu-police-to-use-black-cats-instead-of-signals-speed-breakers-to-stop-traffic-violations/
Transcript: Top journalists meet up at a bar and crib about Aamir Khan’s Satyamev Jayate »,https://web.archive.org/web/20120517052749/http://www.theunrealtimes.com/2012/05/14/transcript-top-journalists-meet-up-at-a-bar-and-crib-about-aamir-khans-satyamev-jayate/
Tech Disaster: Man Successfully Learns Mimicking PayTM Sound Box,https://thefauxy.com/tech-disaster-man-successfully-learns-mimicking-paytm-sound-box/
Taliban Terrorists Were Fully Vaccinated Before Taking Full Control Of Afghanistan: Joe Biden,https://thefauxy.com/taliban-terrorists-were-fully-vaccinated-before-taking-full-control-of-afghanistan-says-joe-biden/
UnReal Toon: Sanjay Dutt’s last wish before being freed from jail in March 2016,https://web.archive.org/web/20151212005124/http://www.theunrealtimes.com/2015/12/08/unreal-toon-sanjay-dutts-last-wish-before-being-freed-from-jail-in-march-2016/
UnReal Toon: Security scare for Barack Obama!,https://web.archive.org/web/20150126071602/http://www.theunrealtimes.com/2015/01/25/unreal-toon-security-scare-for-barack-obama/
Athletes Deliberately Underperformed During UPA’s Rule,https://thefauxy.com/athletes-deliberately-underperformed-during-upas-rule/
Nolan joins liberal bandwagon; says he made The Dark Knight Returns pre-empting intolerance,https://web.archive.org/web/20151107234947/http://www.theunrealtimes.com/2015/11/05/nolan-joins-liberal-bandwagon-says-he-made-the-dark-knight-returns-pre-empting-intolerance/
Apple updates iPhone with Face ID working while wearing mask too,https://thefauxy.com/apple-updates-iphone-with-face-id-working-while-wearing-mask-too/
COMIC: PM Narendra Modi trolls critics,https://web.archive.org/web/20150708051858/http://www.theunrealtimes.com/2015/06/26/comic-pm-narendra-modi-trolls-critics/
Bajrang Dal worker beats himself with a stick after a girl proposed him on Valentine’s Day,https://thefauxy.com/bajrang-dal-worker-beats-himself-with-a-stick-after-a-girl-proposed-him-on-valentines-day/
ChatGPT to improve itself listening to Bageshwar Dham Sarkar,https://thefauxy.com/chatgpt-to-improve-itself-listening-to-bageshwar-dham-sarkar/
Body Positivity Wins: WHO Reserves ‘Fat’ Word Only For People Weighing Above 2200 Pounds,https://thefauxy.com/body-positivity-wins-who-reserves-fat-word-only-for-people-weighing-above-2200-pounds/
“The Hindu” to be renamed as “The Secular leftist”,https://web.archive.org/web/20150803094719/http://www.theunrealtimes.com/2015/08/02/the-hindu-to-be-renamed-as-the-secular-leftist/
COMIC: What happened when the Congress tried to knock out Smriti Irani,https://web.archive.org/web/20150611151417/http://www.theunrealtimes.com/2015/06/01/comic-what-happened-when-the-congress-tried-to-knock-out-smriti-irani/
"In Pictures: Anandiben Patel’s resignation: Modi, Kejriwal troll each other",https://web.archive.org/web/20160803001211/http://www.theunrealtimes.com/2016/08/02/in-pictures-anandiben-patels-resignation-modi-kejriwal-troll-each-other/
Starbucks India Makes Apple Product Mandatory For Entry To An Outlet,https://thefauxy.com/starbucks-india-makes-apple-product-mandatory-for-entry-to-an-outlet/
"Pakistan Supreme Court declares Imran Khan’s ‘arrest illegal’, Police arrests Supreme Court Judge",https://thefauxy.com/pakistan-supreme-court-declares-imran-khans-arrest-illegal-police-arrests-supreme-court-judge/
Veena Malik joins Hafiz Saeedâs Jamaat-ud-Dawa to evade arrest in blasphemy case,https://web.archive.org/web/20141230124917/http://www.theunrealtimes.com/2014/11/26/veena-malik-joins-hafiz-saeeds-jamaat-ud-dawa-to-evade-arrest-in-blasphemy-case/
EXCLUSIVE: 7 tips to sound like an expert on the budget despite knowing nothing,https://web.archive.org/web/20160304185535/http://www.theunrealtimes.com/2016/03/01/exclusive-7-tips-to-sound-like-an-expert-on-the-budget-despite-knowing-nothing/
In Tweets: If Kejriwal were Tamil Nadu’s CM during Chennai floods,https://web.archive.org/web/20151219060518/http://www.theunrealtimes.com/2015/12/18/in-tweets-if-kejriwal-were-tamil-nadus-cm-during-chennai-floods/
AAP to release “Chalo Peete Hain!” after the success of “Chalo Jeete Hain” a movie based on PM Modi’s life.,https://thefauxy.com/aap-to-release-chalo-peete-hain-after-the-success-of-chalo-jeete-hain-a-movie-based-on-pm-modis-life/
LEAKED: Gmail Inbox of Pranav Dhanawade after his historic 1009* knock,https://web.archive.org/web/20160108130946/http://www.theunrealtimes.com/2016/01/06/leaked-gmail-inbox-of-pranav-dhanawade-after-his-historic-1009-knock/
"Pak Media Reports Rising Donkey Population, Kejriwal Cancels Pakistan Trip",https://thefauxy.com/pak-media-reports-rising-donkey-population-kejriwal-cancels-pakistan-trip/
Shaheen Bagh protesters ready to move to their countries if Supreme Court requests,https://thefauxy.com/shaheen-bagh-protesters-ready-to-move-to-their-countries-if-supreme-court-requests/
BREAKING: Rafale to have 786 as its registration number,https://thefauxy.com/breaking-rafale-to-have-786-as-its-registration-number/
23 Youth From Punjab Take Covid Vaccine Mistaking It For Drug,https://thefauxy.com/23-youth-from-punjab-take-covid-vaccine-mistaking-it-for-drug/
Revealed: North Indians Indeed a Burden on South Indians Due to the Principles of Gravity,https://thefauxy.com/revealed-north-indians-indeed-a-burden-on-south-indians-due-to-the-principles-of-gravity/
"UnReal Toon: Shaitaan and Laloo, Round 2",https://web.archive.org/web/20151011062435/http://www.theunrealtimes.com/2015/10/09/unreal-toon-shaitaan-and-laloo-round-2/
Russian Missiles Rain Down On Ukraine As RRR Song ‘NATO NATO’ wins Oscar,https://thefauxy.com/russian-missiles-rain-down-on-ukraine-as-rrr-song-nato-nato-wins-oscar/
CNN-IBN’s ‘Top choice for PM’ poll goof-up: Forms listed ‘Rahul Dravid’ instead of ‘Rahul Gandhi’ »,https://web.archive.org/web/20110814021048/http://www.theunrealtimes.com/2011/08/10/cnn-ibn%e2%80%99s-%e2%80%98state-of-the-nation%e2%80%99-leadership-poll-goof-up-forms-listed-%e2%80%98rahul-dravid%e2%80%99-instead-of-%e2%80%98rahul-gandhi%e2%80%992/
Starbucks asks man to identify as woman after staff misspells his name,https://thefauxy.com/starbucks-asks-man-to-identify-as-woman-after-staff-misspells-his-name/
Congress elated as country forgives Rahul Gandhi for “Centi Mental” statements,https://web.archive.org/web/20161008191056/http://www.theunrealtimes.com/2016/10/08/congress-elated-as-country-forgives-rahul-gandhi-for-centi-mental-statements/
"Sahitya Akademi starts Award Library, members can collect and return awards as they please",https://web.archive.org/web/20160125205904/http://www.theunrealtimes.com/2016/01/23/sahitya-akademi-starts-award-library-members-can-collect-and-return-awards-as-they-please/
9 best captions: What are Puducherry CM V Narayanasamy and Gov Kiran Bedi laughing over?,https://web.archive.org/web/20160711154345/http://www.theunrealtimes.com/2016/06/29/9-best-captions-what-are-puducherry-cm-v-narayanasamy-and-gov-kiran-bedi-laughing-over/
Ghulam Nabi Azad to Drop his First Name After Resigning From Congress,https://thefauxy.com/ghulam-nabi-azad-to-drop-his-first-name-after-resigning-from-congress/
"Arnab Goswami suffers throat infection before important debate, Times Now trends #ArnabShamed",https://web.archive.org/web/20150331022734/http://www.theunrealtimes.com/2015/03/27/arnab-goswami-suffers-throat-infection-before-important-debate-times-now-trends-arnabshamed/
The UK Approves Vijay Mallya’s Extradition; Mamata Banerjee Permits Mallya’s Chopper To Land In West Bengal,https://thefauxy.com/the-uk-approves-vijay-mallyas-extradition-mamata-banerjee-permits-mallyas-chopper-to-land-in-west-bengal/
EA Sports’ coders develop 7 new algorithms to accommodate AB de Villiers’ shots in EA Cricket 2015,https://web.archive.org/web/20150303052511/http://www.theunrealtimes.com/2015/03/03/ea-sports-coders-develop-7-new-algorithms-to-accommodate-ab-de-villiers-shots-in-ea-cricket-2015/
COMIC: When Karunanidhi attended Jayalalithaa’s swearing in ceremony,https://web.archive.org/web/20150611151417/http://www.theunrealtimes.com/2015/05/24/comic-when-karunanidhi-attended-jayalalithaas-swearing-in-ceremony/
Anna Hazare Secretly Eats After Noticing That No Media Is Covering Him,https://thefauxy.com/anna-hazare-secretly-eats-after-noticing-that-no-media-is-covering-him/
"Govt Relaxes Covid Norm of Social Distancing, Allows Two People In One Seat For Theatres Showing The Kashmir Files",https://thefauxy.com/govt-relaxes-covid-norm-of-social-distancing-allows-two-people-in-one-seat-for-theatres-showing-the-kashmir-files/
"Elon Musk and Grimes’ New Baby is Named  Ψ(x,t) = Acos(kx-ωt)",https://thefauxy.com/elon-musk-and-grimes-new-baby-is-named-%cf%88xt-acoskx-%cf%89t/
"Amit Shah hails Bill Gates, says he too memorizes people’s number plates to monitor them",https://web.archive.org/web/20160205215728/http://www.theunrealtimes.com/2016/02/04/amit-shah-hails-bill-gates-says-he-too-memorizes-peoples-number-plates-to-monitor-them/
Alt Balaji buys broadcasting and rights of Patna Railway Station TVs,https://thefauxy.com/alt-balaji-buys-broadcasting-and-rights-of-patna-railway-station-tvs/
Sachin Tendulkar criticises Prithvi Shaw for not holding the bat correctly while beating his fans,https://thefauxy.com/sachin-tendulkar-criticises-prithvi-shaw-for-not-holding-the-bat-correctly-while-beating-his-fans/
CAPTION THIS: What is the security guard behind Rahul Gandhi thinking?,https://web.archive.org/web/20150923042849/http://www.theunrealtimes.com/2015/09/20/caption-this-what-is-the-security-guard-behind-rahul-gandhi-thinking/
Kangana is lying. I Too Was An Outsider But Bollywood Accepted Me Wholeheartedly,https://thefauxy.com/kangana-is-lying-i-too-was-an-outsider-but-bollywood-accepted-me-wholeheartedly/
Delhi Police Arrests Food Blogger; Accused Of Enjoying Meals Without Even Having A Food Blog,https://thefauxy.com/delhi-police-arrests-food-blogger-accused-of-enjoying-meals-without-even-having-a-food-blog/
1045 page Ram Mandir Verdict to be included in JNU syllabus to make students stay longer,https://thefauxy.com/1045-page-ram-mandir-verdict-to-be-included-in-jnu-syllabus-to-make-students-stay-longer/
India to take a day break from “Getting Rid of Symbols of Slavery” Campaign to mourn Queen Elizabeth II death,https://thefauxy.com/india-to-take-a-day-break-from-getting-rid-of-symbols-of-slavery-campaign-to-mourn-queen-elizabeth-2-death/
Justice Served : Paris Court Sentences Knife For Beheading A Man,https://thefauxy.com/justice-served-paris-court-sentences-knife-for-beheading-a-man/
Donkey Wearing Fitbit Walks 34kms In A Stretch; Enters Guinness Book Of World Records,https://thefauxy.com/donkey-wearing-fitbit-walks-34kms-in-a-stretch-enters-guinness-book-of-world-records/
BJP to give center fresh to Pragya Thakur before every parliamentary discussion. #ZubaanPeRakheLagaam,https://thefauxy.com/bjp-to-give-center-fresh-to-pragya-thakur-before-every-parliamentary-discussion-zubaanperakhelagaam/
Ask Unreal Maami – URT’s own Agony Aunt – III,https://web.archive.org/web/20160518030309/http://www.theunrealtimes.com/2016/05/12/ask-unreal-maami-urts-own-agony-aunt-iii/
"Journalists also start protest, demand MSP if they aren’t given Rajya Sabha Seat ",https://thefauxy.com/journalists-also-start-protest-demand-msp-if-they-arent-given-rajya-sabha-seat/
Govt to observe 8th November as National Tolerance Day,https://web.archive.org/web/20151123135532/http://www.theunrealtimes.com/2015/11/21/govt-to-observe-8th-november-as-national-tolerance-day/
"BJP presses panic button, to pose 5000 questions to Kejriwal as poll trends suggest AAP ahead",https://web.archive.org/web/20150205232818/http://www.theunrealtimes.com/2015/02/04/bjp-presses-panic-button-to-pose-5000-questions-to-kejriwal-as-poll-trends-suggest-aap-ahead/
Houseful 3 hits theaters across 100 cities; army deployed to rescue victims trapped inside theaters,https://web.archive.org/web/20160611174953/http://www.theunrealtimes.com/2016/06/05/houseful-3-hits-theaters-across-100-cities-army-deployed-to-rescue-victims-trapped-inside-theaters/
Kani’s first day in Tihar »,https://web.archive.org/web/20110522091653/http://www.theunrealtimes.com/2011/05/21/kanis-first-day-in-tihar/
IIMs To Use Dahi Handi Concept To Explain Ways To Reach The Top By Stepping On Others,https://thefauxy.com/iims-to-use-dahi-handi-concept-to-explain-ways-to-reach-the-top-by-stepping-on-others/
"After Women IPL, BCCI announces IPL for non-binaries",https://thefauxy.com/bcci-announces-ipl-for-non-binaries/
"In Tweets: Indian politicians, celebrities react to #Brexit",https://web.archive.org/web/20160711154345/http://www.theunrealtimes.com/2016/06/29/in-tweets-indian-politicians-celebrities-react-to-brexit/
Bobby Deol to unleash Sunny Deol on those who demand refunds in his future DJ gigs,https://web.archive.org/web/20160829005913/http://www.theunrealtimes.com/2016/08/26/bobby-deol-to-unleash-sunny-deol-on-those-who-demand-refunds-in-his-future-dj-gigs/
Rahul Gandhi To Be In Modi Govt’s Priority List For Covid Vaccination,https://thefauxy.com/rahul-gandhi-to-be-in-modi-govts-priority-list-for-covid-vaccination/
"Joe Biden Offers Help To Prevent Further Bloodshed In Afghanistan By Taliban, Sends One Million First Aid Kits",https://thefauxy.com/joe-biden-offers-help-to-prevent-further-bloodshed-in-afghanistan-by-taliban-sends-one-million-first-aid-kits/
Transgenders sue carryminati for calling TikTokers as transgenders,https://thefauxy.com/transgenders-sue-carryminati-for-calling-tiktokers-as-transgenders/
Hafiz Saeed to appear on Oprah’s talk show to plead his case directly before the American public »,https://web.archive.org/web/20120409063318/http://www.theunrealtimes.com/2012/04/05/hafiz-saeed-to-appear-on-oprahs-talk-show-to-plead-his-case-directly-before-the-american-public/
Kejriwal alleges Govt’s decision to rename 7 RCR to 7 LKM is appeasement of Lalit Kumar Modi,https://web.archive.org/web/20160929052956/http://www.theunrealtimes.com/2016/09/21/kejriwal-alleges-govts-decision-to-rename-7-rcr-to-7-lkm-is-appeasement-of-lalit-kumar-modi/
Web Series City Of Dreams Not A Rahul-Priyanka Biopic; Reportedly Both Characters Are Smart,https://thefauxy.com/web-series-city-of-dreams-not-a-rahul-priyanka-biopic-reportedly-both-characters-are-smart/
Bollywood Celebrities Queue Up For Vaccination After Rumours Say The Vaccine Has Side Effects Smiliar To Drugs,https://thefauxy.com/bollywood-celebrities-queue-up-for-vaccination-after-rumours-say-the-vaccine-has-side-effects-smiliar-to-drugs/
"Facebook Wall: BJP leaders discuss mounting criticism by critics, media",https://web.archive.org/web/20150627001226/http://www.theunrealtimes.com/2015/06/25/facebook-wall-bjp-leaders-discuss-mounting-criticism-of-its-leaders/
Zoom Launches Make Up Filters To Encourage Women To Actively Participate In Meetings,https://thefauxy.com/zoom-launches-make-up-filters-to-encourage-women-to-actively-participate-in-meetings/
Manipal University to Felicitate Rhea with Doctorate Degree after Rhea Rightly Remembers Sushant’s Five-Year-Old Medications,https://thefauxy.com/manipal-university-to-felicitate-rhea-with-doctorate-degree-after-rhea-rightly-remembers-sushants-five-year-old-medications/
"Kerala Flood: Man refuses to accept a Saffron life jacket, dies as a result",https://thefauxy.com/kerala-flood-man-refuses-to-accept-a-saffron-life-jacket-dies-as-a-result/
"New protests in Karnataka, Tamil Nadu over Kaveri Express; neither state wants the dreadful train",https://web.archive.org/web/20160914095955/http://www.theunrealtimes.com/2016/09/14/new-protests-in-karnataka-tamil-nadu-over-kaveri-express-neither-state-wants-the-dreadful-train/
Amitabh Bachchan’s Jhund Declared Tax Free in Amitabh Bachchan’s ITR,https://thefauxy.com/amitabh-bachchans-jhund-declared-tax-free-in-amitabh-bachchans-itr/
In Pictures: Arun Jaitley doing things,https://web.archive.org/web/20150416114130/http://www.theunrealtimes.com/2015/04/15/in-pictures-arun-jaitley-doing-things/
Delhi Air Quality Improves After Arvind Kejriwal Renames Two Flyovers,https://thefauxy.com/delhi-air-quality-improves-after-arvind-kejriwal-renames-two-flyovers/
Saif Ali Khan Calls Nora Fatehi A Potential Pedophile After Nora Fathei Says She Wants To Marry Taimur,https://thefauxy.com/saif-ali-khan-calls-nora-fatehi-a-potential-pedophile-after-nora-fathei-says-she-wants-to-marry-taimur/
SC Imposes Blanket Ban On Yellow Goggles,https://thefauxy.com/sc-imposes-blanket-ban-on-yellow-goggles/
Ravish Kumar at it again; blackens screen after pizza delivery boy denies him extra sachet of sauce,https://web.archive.org/web/20160304185535/http://www.theunrealtimes.com/2016/02/21/ravish-kumar-at-it-again-blackens-screen-after-pizza-delivery-boy-denies-him-extra-sachet-of-sauce/
Pfizer Vaccine side effects mistaken for Earthquake Tremors,https://thefauxy.com/pfizer-vaccine-side-effects-mistaken-for-earthquake-tremors/
Vadra demands law on the âright to be reveredâ for assorted Nobel laureates and his family,https://web.archive.org/web/20150227205555/http://www.theunrealtimes.com/2015/02/25/vadra-demands-law-on-the-right-to-be-revered-for-assorted-nobel-laureates-and-his-family/
Murder we wrote: English media’s comprehensive coverage of the Indrani Mukherjea case,https://web.archive.org/web/20150831064554/http://www.theunrealtimes.com/2015/08/29/murder-we-wrote-english-medias-comprehensive-coverage-of-the-indrani-mukherjea-case/
"Female employee caught surfing leading news website at work, gets suspended for “watching porn”",https://web.archive.org/web/20151011062435/http://www.theunrealtimes.com/2015/10/11/female-employee-caught-surfing-leading-news-website-at-work-gets-suspended-for-watching-porn/
"Kejriwal insists Swamy present facts before him instead of LG, says will prosecute himself if guilty",https://web.archive.org/web/20160129102228/http://www.theunrealtimes.com/2016/01/29/kejriwal-insists-swamy-present-facts-before-him-instead-of-lg-says-will-prosecute-himself-if-guilty/
Shiv Sena defending SRK from right wing attacks: Vatican declares it the miracle of the millennium,https://web.archive.org/web/20151107234947/http://www.theunrealtimes.com/2015/11/05/shiv-sena-defending-srk-from-right-wing-attacks-vatican-declares-it-the-miracle-of-the-millennium/
Yash Raj Films to shoot songs for next film on foamy Varthur Lake,https://web.archive.org/web/20150502020111/http://www.theunrealtimes.com/2015/04/30/yash-raj-films-to-shoot-songs-for-next-film-on-foamy-varthur-lake/
"After pressurizing rollback of EPF Tax, Rahul Gandhi googles ‘Difference between EPF and PPF’",https://web.archive.org/web/20160312114500/http://www.theunrealtimes.com/2016/03/10/after-pressurizing-rollback-of-epf-tax-rahul-gandhi-googles-difference-between-epf-and-ppf/
LG Corporation slaps defamation case on Arvind Kejriwal for repeated slander,https://web.archive.org/web/20151107234947/http://www.theunrealtimes.com/2015/11/06/lg-corporation-slaps-defamation-case-on-arvind-kejriwal-for-repeated-slander/
Pakistan denies its role in next week’s terrorist attack in India,https://web.archive.org/web/20150809084327/http://www.theunrealtimes.com/2015/08/09/pakistan-denies-its-role-in-next-weeks-terrorist-attack-in-india/
"Man breaks his Rs 50,000 FD in Shamrao Vitthal Bank after hearing SVB collapse",https://thefauxy.com/man-breaks-his-fd-in-shamrao-vitthal-bank-after-hearing-svb-collapse/
"CAPTION THIS: Arun Jaitley, the fist pumper",https://web.archive.org/web/20151007050204/http://www.theunrealtimes.com/2015/10/03/caption-this-arun-jaitley-the-fist-pumper/
"After Kejrwal’s assault on PM Modi’s degree, netas make beeline for universities to prepare for 2019",https://web.archive.org/web/20160506214411/http://www.theunrealtimes.com/2016/05/06/after-kejrwals-assault-on-pm-modis-degree-netas-make-beeline-for-universities-to-prepare-for-2019/
Mechanical engineer suspended after he updates Facebook status to ‘in a relationship’ from single,https://thefauxy.com/mechanical-engineer-suspended-after-he-updates-facebook-status-to-in-a-relationship-from-single/
UnReal Toon: After Robert Vadra became a mango man,https://web.archive.org/web/20150918064337/http://www.theunrealtimes.com/2015/09/18/unreal-toon-after-robert-vadra-became-a-mango-man/
Pranab Mukherjee bends the space time continuum by deferring retrospective taxes to the future »,https://web.archive.org/web/20120510132228/http://www.theunrealtimes.com/2012/05/09/pranab1-mukherjee-bends-the-space-time-continuum-by-deferring-retrospective-taxes-to-future/
"Impressed by Dhoni’s finishing abilities, G Company gangster HV Illyasi approaches him with supari »",https://web.archive.org/web/20120221152431/http://www.theunrealtimes.com/2012/02/16/impressed1-by-dhonis-finishing-abilities-g-company-gangster-hv-ilyasi-approaches-him-with-supari/
"After Qandeel Baloch’s murder, liberal kills sister to prove honour killing is rampant in India too",https://web.archive.org/web/20160720201619/http://www.theunrealtimes.com/2016/07/17/after-qandeel-balochs-murder-liberal-kills-sister-to-prove-honour-killing-is-rampant-in-india-too/
UnReal Toon: Salman Khan’s tryst with Lady Justice,https://web.archive.org/web/20150509001934/http://www.theunrealtimes.com/2015/05/07/unreal-toon-salman-khans-tryst-with-lady-justice/
"While Pakistan Refuses to Repay Loan, CoinSwitch Kuber Refuses its Users to Withdraw Their Crypto",https://thefauxy.com/while-pakistan-refuses-to-repay-loan-coinswitch-kuber-refuses-its-users-to-withdraw-their-crypto/
"Arvind Kejriwal to now tweet full movie reviews as Twitter increases character limit to 10,000",https://web.archive.org/web/20160108130946/http://www.theunrealtimes.com/2016/01/08/arvind-kejriwal-to-now-tweet-full-movie-reviews-as-twitter-increases-character-limit-to-10000/
Jarawa elder downplays fears that his community may embrace modernity and its concomitant ills »,https://web.archive.org/web/20120114050228/http://www.theunrealtimes.com/2012/01/11/jarawa-elder-downplays-fears-that-his-community-may-embrace-modernity-and-its-concomitant-ills/
350 Serbian Animals died During the Shoot of Man vs Wild After Watching Ranveer Singh’s Overacting,https://thefauxy.com/350-serbian-animal-died-during-the-shoot-of-man-vs-wild-after-watching-ranveer-singhs-overacting/
"EXCLUSIVE: Part 1 – Rahul Gandhi posts “It’s been a great year, thanks for being a part of it” on FB",https://web.archive.org/web/20141230124917/http://www.theunrealtimes.com/2014/12/27/exclusive-part-1-rahul-gandhi-posts-its-been-a-great-year-thanks-for-being-a-part-of-it-on-fb/
"After National Debate on NJAC, Arnab Goswami suffers meltdown, admitted to ICU",https://web.archive.org/web/20151028184734/http://www.theunrealtimes.com/2015/10/26/after-national-debate-on-njac-arnab-goswami-suffers-meltdown-admitted-to-icu/
"After Kate Winslet’s confession, Mithun Chakraborty now says Bulla didn’t have to die in Gunda",https://web.archive.org/web/20160205215728/http://www.theunrealtimes.com/2016/02/03/after-kate-winslets-confession-mithun-chakraborty-now-says-bulla-didnt-have-to-die-in-gunda/
"Concerned with country’s declining birth rates, Kim Jong Un announces installing CCTVs in bedroom of every house to ensure Couple have sex",https://thefauxy.com/concerned-with-countrys-declining-birth-rates-kim-jong-un-announces-installing-cctvs-in-bedroom-of-every-house-to-ensure-couple-have-sex/
Sadhvi Pragya To Contest Elections; EC issues Anticipatory Suspension Of 48 Hours,https://thefauxy.com/sadhvi-pragya-to-contest-elections-ec-issues-anticipatory-suspension-of-48-hours/
"3-day World Culture Fest kicks off in Delhi; Sri Sri thanks NGT, media for overwhelming support",https://web.archive.org/web/20160320132548/http://www.theunrealtimes.com/2016/03/12/3-day-world-culture-fest-kicks-off-in-delhi-sri-sri-thanks-ngt-media-for-overwhelming-support/
"Court allows men’s entry into kitchen, women throughout India celebrate",https://web.archive.org/web/20160829005913/http://www.theunrealtimes.com/2016/08/27/court-allows-mens-entry-into-kitchen-women-throughout-india-celebrate/
Pakistan Army and ISI in a state of panic with the impending arrival of another Dossier from India,https://web.archive.org/web/20160108130946/http://www.theunrealtimes.com/2016/01/06/pakistan-army-and-isi-in-a-state-of-panic-with-the-impending-arrival-of-another-dossier-from-india/
Facebook Wall: Reactions to Chetan Bhagat’s upcoming book “One Indian Girl”,https://web.archive.org/web/20160829005913/http://www.theunrealtimes.com/2016/08/22/facebook-wall-reactions-to-chetan-bhagats-upcoming-book-one-indian-girl/
Elon Musk Asks Twitter Employees their Pronouns and Fires those who Answered,https://thefauxy.com/elon-musk-asks-twitter-employees-their-pronouns-and-fires-those-who-answered/
UnReal Toon: The unique relationship between Shiv Sena and BJP,https://web.archive.org/web/20151107234947/http://www.theunrealtimes.com/2015/11/05/unreal-toon-the-unique-relationship-of-shiv-sena-and-bjp/
Akhilesh Yadav Slams The Daily Price Rise of Petrol by 80 Paise. Says it is Communal and Promotes Majoritarianism. Requests Government to Raise it by 80 + 20 Paise for Truly Inclusive Price Rise,https://thefauxy.com/akhilesh-yadav-slams-the-daily-price-rise-of-petrol-by-80-paise-says-it-is-communal-and-promotes-majoritarianism-requests-government-to-raise-it-by-80-20-paise-for-truly-inclusive-price-rise/
UnReal Toon: A new Filmfare award night,https://web.archive.org/web/20151018072937/http://www.theunrealtimes.com/2015/10/16/unreal-toon-a-new-filmfare-award-night/
Four Modi critics pool 500 rupees each to exchange for a 2000 rupee note and join the queue to deposit it,https://thefauxy.com/four-modi-critics-pool-500-rupees-each-to-exchange-for-a-2000-rupee-note-and-join-the-queue-to-deposit-it/
"Didi, Gogoi projected to win Padma awards after GOI opens nominations to public via Aadhaar cards",https://web.archive.org/web/20160510140338/http://www.theunrealtimes.com/2016/05/08/didi-gogoi-projected-to-win-padma-awards-after-goi-opens-nominations-to-public-via-aadhaar-cards/
Mumbaikars says metro could have eased their journey from their home to voting booths,https://thefauxy.com/mumbaikars-says-metro-could-have-eased-their-journey-from-their-home-to-voting-booths/
Restaurant owners to ensure veg item is delivered in veg order after Zomato’s CEO asks them to reduce operating cost,https://thefauxy.com/restaurant-owners-to-ensure-veg-item-is-delivered-in-veg-order-after-zomatos-ceo-asks-them-to-reduce-operating-cost/
"After repeating bribery remark, Arvind Kejriwal dares Chief Election Commissioner Brahma for debate",https://web.archive.org/web/20150130191834/http://www.theunrealtimes.com/2015/01/28/after-repeating-bribery-remark-arvind-kejriwal-dares-chief-election-commissioner-brahma-for-debate/
Mumbai records highest voting in Big Boss Season 13,https://thefauxy.com/mumbai-records-highest-voting-in-big-boss-season-13/
Sri Sri Ravishankar to launch ‘Art of Dying’ courses for Taliban »,https://web.archive.org/web/20120326030024/http://www.theunrealtimes.com/2012/03/23/sri-sri-ravishankar-to-launch-art-of-dying-courses-for-taliban/
Man Nominates Himself For Champion of Humans Award After His Name Didn’t Appear In #MeToo Campaign,https://thefauxy.com/man-nominates-himself-for-champion-of-humans-award-after-his-name-didnt-appear-in-metoo-campaign/
X-Ray refutes Salman’s fans’ claim that Salman Khan has a golden heart,https://thefauxy.com/x-ray-refutes-salmans-fans-claim-that-salman-khan-has-a-golden-heart/
Facebook Wall: Reactions to Lalit Modi’s revelations spill over to social media,https://web.archive.org/web/20150702181922/http://www.theunrealtimes.com/2015/07/02/facebook-wall-reactions-to-lalit-modis-revelations-spill-over-to-social-media/
Black Lives Matter Protesters Ask Scientists And Researchers Not To Develop Medicine To Kill Black Fungus,https://thefauxy.com/black-lives-matter-protesters-ask-scientists-and-researchers-not-to-develop-medicine-to-kill-black-fungus/
In Pictures: Why Subramanian Swamy turned down PM Modi’s offer to head BRICS bank,https://web.archive.org/web/20150321194936/http://www.theunrealtimes.com/2015/03/11/in-pictures-why-subramanian-swamy-turned-down-pm-modis-offer-to-head-brics-bank/
